date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:54:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63c84b7a-7e38df8da762b715;gz%22	https://seguroatendimento.fun/cdn-cgi/scripts/email-decode.min.js-cb/cloudflare-static/email-decode.min.js	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/cdn-cgi/scripts/email-decode.min.js-cb/cloudflare-static/email-decode.min.js	(from https://seguroatendimento.fun/facil/up4/)
23:54:54	5084/5084	---M-Z	200	added ('OK')	text/html	etag:%2213dc-67d21aea-464597bded0db287;gz%22	https://seguroatendimento.fun/facil/up4/webpack-pro.runtime.min.js%40ver%3D3.7.3.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/webpack-pro.runtime.min.js@ver=3.7.3.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:54	4906/4906	---M-Z	200	added ('OK')	text/html	etag:%22132a-67d21aea-6f7e1840bd621c9b;gz%22	https://seguroatendimento.fun/facil/up4/webpack.runtime.min.js%40ver%3D3.23.2.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/webpack.runtime.min.js@ver=3.23.2.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:54	75543/75543	---M-Z	200	added ('OK')	text/html	etag:%2212717-67d21aea-222c8aa366ffae9a;gz%22	https://seguroatendimento.fun/facil/up4/jquery.min.js%40ver%3D3.7.1.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/jquery.min.js@ver=3.7.1.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:54	13011/13011	---M-Z	200	added ('OK')	text/html	etag:%2232d3-67d21aea-d96bdcc0b84f25e1;gz%22	https://seguroatendimento.fun/facil/up4/jquery-migrate.min.js%40ver%3D3.4.1.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/jquery-migrate.min.js@ver=3.4.1.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:54	73890/73890	---M-Z	200	added ('OK')	text/html	etag:%22120a2-67d21aea-260f41e168d68ed0;gz%22	https://seguroatendimento.fun/facil/up4/frontend-modules.min.js%40ver%3D3.23.2.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/frontend-modules.min.js@ver=3.23.2.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:55	2799/2799	---M-Z	200	added ('OK')	text/html	etag:%22aef-67d21aea-f2582d5df7be21f8;gz%22	https://seguroatendimento.fun/facil/up4/hooks.min.js%40ver%3D2810c76e705dd1a53b18.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/hooks.min.js@ver=2810c76e705dd1a53b18.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:55	9601/9601	---M-Z	200	added ('OK')	text/html	etag:%222581-67d21aea-ca8bc2589504cddd;gz%22	https://seguroatendimento.fun/facil/up4/i18n.min.js%40ver%3D5e580eb46a90c2b997e6.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/i18n.min.js@ver=5e580eb46a90c2b997e6.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:55	22473/22473	---M-Z	200	added ('OK')	text/html	etag:%2257c9-67d21aea-5792bfa53cbd690c;gz%22	https://seguroatendimento.fun/facil/up4/frontend.min.js%40ver%3D3.7.3.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/frontend.min.js@ver=3.7.3.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:55	12353/12353	---M-Z	200	added ('OK')	text/html	etag:%223041-67d21aea-2051734393de4bcb;gz%22	https://seguroatendimento.fun/facil/up4/waypoints.min.js%40ver%3D4.0.2.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/waypoints.min.js@ver=4.0.2.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:56	15946/15946	---M-Z	200	added ('OK')	text/html	etag:%223e4a-67d21aea-a61abe9000fa6319;gz%22	https://seguroatendimento.fun/facil/up4/core.min.js%40ver%3D1.13.3.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/core.min.js@ver=1.13.3.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:56	40765/40765	---M-Z	200	added ('OK')	text/html	etag:%229f3d-67d21aea-bdfcda5fabbcf70f;gz%22	https://seguroatendimento.fun/facil/up4/frontend.min.js%40ver%3D3.23.2.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/frontend.min.js@ver=3.23.2.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:56	134870/134870	---M-Z	200	added ('OK')	text/html	etag:%2220ed6-67d21aea-dbf27eab92e574fd;gz%22	https://seguroatendimento.fun/facil/up4/preloaded-elements-handlers.min.js%40ver%3D3.7.3.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/preloaded-elements-handlers.min.js@ver=3.7.3.html	(from https://seguroatendimento.fun/facil/up4/)
23:54:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63c84b7a-7e38df8da762b715;gz%22	https://seguroatendimento.fun/facil/up4/wa.me	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/wa.me	(from https://seguroatendimento.fun/facil/up4/js/latest.js)
23:54:57	202398/202398	---M-Z	200	added ('OK')	text/html	etag:%223169e-67d21aea-afc0bece678e451d;gz%22	https://seguroatendimento.fun/facil/up4/eicons.eot%405.30.0.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/eicons.eot@5.30.0.html	(from https://seguroatendimento.fun/facil/up4/css/elementor-icons.min.css%40ver%3D5.30.0.css)
23:54:57	100959/100959	---M-Z	200	added ('OK')	text/html	etag:%2218a5f-67d21aea-a8f1ef74c8b60172;gz%22	https://seguroatendimento.fun/facil/up4/eicons.woff2%405.30.0.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/eicons.woff2@5.30.0.html	(from https://seguroatendimento.fun/facil/up4/css/elementor-icons.min.css%40ver%3D5.30.0.css)
23:54:57	122659/122659	---M-Z	200	added ('OK')	text/html	etag:%221df23-67d21aea-b0592946ad49fe34;gz%22	https://seguroatendimento.fun/facil/up4/eicons.woff%405.30.0.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/eicons.woff@5.30.0.html	(from https://seguroatendimento.fun/facil/up4/css/elementor-icons.min.css%40ver%3D5.30.0.css)
23:54:57	202343/202343	---M-Z	200	added ('OK')	text/html	etag:%2231667-67d21aea-ccabe7af39fcfc50;gz%22	https://seguroatendimento.fun/facil/up4/eicons.ttf%405.30.0.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/eicons.ttf@5.30.0.html	(from https://seguroatendimento.fun/facil/up4/css/elementor-icons.min.css%40ver%3D5.30.0.css)
23:54:58	330322/330322	---M-Z	200	added ('OK')	text/html	etag:%2250a52-67d21aea-dd718cd94eeefe72;gz%22	https://seguroatendimento.fun/facil/up4/eicons.svg%405.30.0.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/eicons.svg@5.30.0.html	(from https://seguroatendimento.fun/facil/up4/css/elementor-icons.min.css%40ver%3D5.30.0.css)
23:54:58	75543/75543	---M-Z	200	added ('OK')	text/html	etag:%2212717-67d21aea-222c8aa366ffae9a;gz%22	https://seguroatendimento.fun/facil/up4/jquery.min.js@ver=3.7.1.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/jquery.min.js@ver=3.7.1-2.html	(from https://seguroatendimento.fun/facil/up4/jquery.min.js%40ver%3D3.7.1.html)
23:54:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63c84b7a-7e38df8da762b715;gz%22	https://seguroatendimento.fun/facil/up4/-negative.svg	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/-negative.svg	(from https://seguroatendimento.fun/facil/up4/frontend.min.js%40ver%3D3.23.2.html)
23:54:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63c84b7a-7e38df8da762b715;gz%22	https://seguroatendimento.fun/facil/up4/'+r+'	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/'+r+'	(from https://seguroatendimento.fun/facil/up4/preloaded-elements-handlers.min.js%40ver%3D3.7.3.html)
23:54:59	134870/134870	---M-Z	200	added ('OK')	text/html	etag:%2220ed6-67d21aea-dbf27eab92e574fd;gz%22	https://seguroatendimento.fun/facil/up4/preloaded-elements-handlers.min.js@ver=3.7.3.html	C:/Users/felippe%20cruz/Downloads/up4/seguroatendimento.fun/facil/up4/preloaded-elements-handlers.min.js@ver=3.7.3-2.html	(from https://seguroatendimento.fun/facil/up4/preloaded-elements-handlers.min.js%40ver%3D3.7.3.html)
